City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
107,Huarmey,-10.07,-78.15,66.54,88,2,1.74,PE,2020-01-09 02:17:48
108,Saint George,39.45,22.34,33.01,58,20,4.7,GR,2020-01-09 02:17:48
109,Snasa,64.25,12.38,27.46,96,100,35.99,NO,2020-01-09 02:17:49
110,Upernavik,72.79,-56.15,-7.04,72,100,6.31,GL,2020-01-09 02:17:49
111,Tuktoyaktuk,69.44,-133.03,-20.2,75,75,11.41,CA,2020-01-09 02:17:49
112,Channarayapatna,13.25,77.8,73.99,100,40,5.82,IN,2020-01-09 02:17:49
113,Carlsbad,50.23,12.87,42.01,100,90,1.12,CZ,2020-01-09 02:17:49
114,Blackpool,51.91,-8.47,37.0,96,98,21.99,IE,2020-01-09 02:17:49
115,Eyl,7.98,49.82,77.76,76,27,17.83,SO,2020-01-09 02:17:50
116,Faanui,-16.48,-151.75,81.48,80,19,18.66,PF,2020-01-09 02:17:50
117,Hobyo,5.35,48.53,75.06,73,93,9.95,SO,2020-01-09 02:17:50
118,Vilhena,-12.74,-60.15,69.84,89,100,4.56,BR,2020-01-09 02:17:50
119,Opuwo,-18.06,13.84,65.61,68,60,4.5,NA,2020-01-09 02:17:50
120,Katsuura,33.93,134.5,57.99,50,40,12.75,JP,2020-01-09 02:17:51
121,Castro,-42.48,-73.76,46.4,93,75,9.17,CL,2020-01-09 02:17:51
122,Yuxia,34.06,108.63,39.99,86,90,2.24,CN,2020-01-09 02:17:51
123,Kucevo,44.48,21.67,28.0,91,0,1.88,RS,2020-01-09 02:17:51
124,Agua Dulce,18.14,-94.15,73.4,73,20,6.93,MX,2020-01-09 02:17:52
125,Fortuna,40.6,-124.16,50.0,93,90,0.78,US,2020-01-09 02:17:52
126,Qingdao,36.09,120.35,34.0,86,57,2.24,CN,2020-01-09 02:17:52
127,Esperance,-33.86,121.89,71.6,49,90,13.87,AU,2020-01-09 02:17:52
128,Ribeira Grande,38.52,-28.7,56.77,85,33,6.58,PT,2020-01-09 02:17:52
129,Cockburn Town,21.46,-71.14,78.8,78,75,13.87,TC,2020-01-09 02:17:53
130,Port Hedland,-20.31,118.58,95.0,56,40,16.11,AU,2020-01-09 02:17:53
131,Muskegon,43.23,-86.25,21.99,62,90,4.7,US,2020-01-09 02:15:21
132,Tarakan,3.3,117.63,83.17,70,85,4.92,ID,2020-01-09 02:17:53
133,Labuhan,-2.54,115.51,83.66,80,100,1.77,ID,2020-01-09 02:17:53
134,San Cristobal,14.68,-86.92,60.78,96,25,2.51,HN,2020-01-09 02:17:54
135,Pangnirtung,66.15,-65.72,-28.05,87,100,4.21,CA,2020-01-09 02:17:55
136,Hasaki,35.73,140.83,57.0,37,20,13.87,JP,2020-01-09 02:17:55
137,Daru,-9.07,143.21,79.5,89,91,3.42,PG,2020-01-09 02:17:55
138,Kargasok,59.06,80.87,0.73,92,100,6.89,RU,2020-01-09 02:17:56
139,Tigil,57.8,158.67,14.67,77,12,3.98,RU,2020-01-09 02:17:56
140,Hami,42.84,93.51,20.3,46,99,2.15,CN,2020-01-09 02:17:56
141,Kaoma,-14.8,24.8,64.63,97,100,4.85,ZM,2020-01-09 02:17:56
142,Buchanan,5.88,-10.05,77.0,94,75,3.36,LR,2020-01-09 02:17:56
143,Ilulissat,69.22,-51.1,-2.2,53,100,18.34,GL,2020-01-09 02:17:57
144,Naze,5.43,7.07,70.38,93,6,2.37,NG,2020-01-09 02:17:57
145,Carnarvon,-30.97,22.13,60.69,67,0,10.54,ZA,2020-01-09 02:17:57
146,Xai-Xai,-25.04,33.64,74.89,94,0,3.96,MZ,2020-01-09 02:17:57
147,Zolotukhino,52.08,36.38,26.6,86,90,8.95,RU,2020-01-09 02:17:57
148,Dwarka,28.58,77.04,48.2,100,75,8.05,IN,2020-01-09 02:17:58
149,Alyangula,-13.85,136.42,82.4,94,40,3.36,AU,2020-01-09 02:17:58
150,Mehamn,71.03,27.85,27.75,71,0,17.29,NO,2020-01-09 02:17:58
151,Belaya Gora,68.54,146.19,-8.59,98,99,4.21,RU,2020-01-09 02:17:58
152,Butaritari,3.07,172.79,84.81,77,100,20.33,KI,2020-01-09 02:15:06
153,Chuy,-33.69,-53.46,68.52,71,0,11.65,UY,2020-01-09 02:17:59
154,Port Hardy,50.7,-127.42,35.6,100,90,2.24,CA,2020-01-09 02:17:59
155,Pochutla,15.74,-96.47,80.6,65,5,5.55,MX,2020-01-09 02:17:59
156,Tjome,59.11,10.39,39.99,70,0,6.93,NO,2020-01-09 02:17:59
157,Tadine,-21.55,167.88,80.82,64,100,13.49,NC,2020-01-09 02:18:00
158,Qaanaaq,77.48,-69.36,-22.09,81,61,2.42,GL,2020-01-09 02:18:00
159,Celestun,20.87,-90.4,74.75,72,0,21.92,MX,2020-01-09 02:18:00
160,Fairhope,30.52,-87.9,50.0,93,1,12.66,US,2020-01-09 02:18:01
161,Ketchikan,55.34,-131.65,35.6,92,75,5.82,US,2020-01-09 02:18:01
162,Wasilla,61.58,-149.44,-2.2,75,1,16.11,US,2020-01-09 02:15:24
163,Indramayu,-4.05,103.78,84.43,65,61,7.7,ID,2020-01-09 02:18:01
164,Iqaluit,63.75,-68.52,-11.0,69,75,3.36,CA,2020-01-09 02:18:01
165,Dandong,40.12,124.37,22.68,54,0,10.49,CN,2020-01-09 02:18:02
166,Bad Munstereifel,50.55,6.77,52.0,93,20,8.05,DE,2020-01-09 02:18:02
167,Atuona,-9.8,-139.03,82.08,72,0,19.64,PF,2020-01-09 02:18:02
168,Leningradskiy,69.38,178.42,-10.32,81,99,5.48,RU,2020-01-09 02:18:02
169,Lazaro Cardenas,28.39,-105.62,64.4,11,75,10.29,MX,2020-01-09 02:18:03
170,Malinovskiy,54.15,34.53,29.25,92,100,10.58,RU,2020-01-09 02:18:03
171,Puerto Madero,-34.61,-58.36,84.99,65,33,5.82,AR,2020-01-09 02:18:03
172,Pauini,-7.71,-67.0,73.94,93,100,2.68,BR,2020-01-09 02:18:04
173,Sukhobuzimskoye,56.5,93.28,5.0,84,98,2.98,RU,2020-01-09 02:18:04
174,Port Moresby,-9.47,147.16,87.8,70,40,14.99,PG,2020-01-09 02:18:04
175,Tarut,26.57,50.06,66.2,82,12,4.7,SA,2020-01-09 02:18:04
176,Huilong,31.15,106.5,46.27,76,100,0.72,CN,2020-01-09 02:18:05
177,Acajutla,13.59,-89.83,73.0,73,0,5.01,SV,2020-01-09 02:18:05
178,Grand Gaube,-20.01,57.66,75.2,94,40,2.24,MU,2020-01-09 02:18:05
179,Georgetown,6.8,-58.16,78.8,94,40,6.93,GY,2020-01-09 02:16:41
180,Reading,40.34,-75.93,30.99,50,40,13.87,US,2020-01-09 02:17:29
181,Krasnooktyabrskiy,44.93,38.37,34.0,90,90,8.95,RU,2020-01-09 02:18:06
182,Salalah,17.01,54.1,73.4,69,40,6.93,OM,2020-01-09 02:18:06
183,Usinsk,66.0,57.56,22.12,92,100,29.73,RU,2020-01-09 02:18:06
184,Steyr,48.04,14.42,39.0,100,75,1.12,AT,2020-01-09 02:18:06
185,Ugoofaaru,5.67,73.0,81.97,77,100,11.43,MV,2020-01-09 02:18:07
186,Batagay-Alyta,67.8,130.41,-13.23,74,7,3.06,RU,2020-01-09 02:18:07
187,Pevek,69.7,170.27,-12.77,85,85,3.49,RU,2020-01-09 02:18:07
188,Redmond,47.67,-122.12,39.99,86,90,5.82,US,2020-01-09 02:17:08
189,Raudeberg,61.99,5.14,42.8,75,79,18.34,NO,2020-01-09 02:18:08
190,Shingu,33.72,135.99,53.6,58,40,13.87,JP,2020-01-09 02:18:08
191,Pacific Grove,36.62,-121.92,55.4,76,75,8.05,US,2020-01-09 02:18:08
192,Guerrero Negro,27.97,-114.04,59.05,76,100,6.89,MX,2020-01-09 02:16:39
193,Jalu,29.03,21.55,47.73,70,17,7.2,LY,2020-01-09 02:18:08
194,Nome,30.04,-94.42,61.0,82,90,9.17,US,2020-01-09 02:18:08
195,Nuuk,64.17,-51.74,8.6,84,100,28.86,GL,2020-01-09 02:18:09
196,Arlit,18.74,7.39,62.56,33,63,11.05,NE,2020-01-09 02:18:09
197,Mar Del Plata,-46.43,-67.52,53.65,40,61,23.11,AR,2020-01-09 02:18:09
198,Burnie,-41.05,145.91,73.0,60,34,11.01,AU,2020-01-09 02:18:09
199,Fernie,49.5,-115.06,30.2,74,75,5.82,CA,2020-01-09 02:18:09
200,Arraial Do Cabo,-22.97,-42.02,75.2,94,100,3.36,BR,2020-01-09 02:18:10
201,Pilar,-34.46,-58.91,84.99,54,59,6.93,AR,2020-01-09 02:18:10
202,Corinto,3.17,-76.26,73.4,69,0,10.29,CO,2020-01-09 02:18:10
203,Nhulunbuy,-12.18,136.78,82.4,88,75,9.17,AU,2020-01-09 02:18:10
204,Lazi,45.57,14.64,39.2,69,43,3.36,HR,2020-01-09 02:18:10
205,Torbay,47.66,-52.73,37.99,100,90,17.22,CA,2020-01-09 02:18:11
206,Hamilton,43.26,-79.87,21.99,67,20,8.05,CA,2020-01-09 02:18:11
207,Henderson,36.04,-114.98,59.0,37,1,4.7,US,2020-01-09 02:14:58
208,Meulaboh,4.14,96.13,81.32,74,100,4.27,ID,2020-01-09 02:18:11
209,Laguna,16.17,-88.94,69.8,100,90,2.86,BZ,2020-01-09 02:18:12
210,Roald,62.58,6.12,43.0,60,67,29.97,NO,2020-01-09 02:18:12
211,Half Moon Bay,37.46,-122.43,53.6,81,75,8.05,US,2020-01-09 02:18:12
212,Ulladulla,-35.36,150.48,75.2,64,75,13.87,AU,2020-01-09 02:14:10
213,Turukhansk,65.8,87.96,-6.59,96,100,9.95,RU,2020-01-09 02:18:13
214,Flinders,-34.58,150.85,79.0,61,75,12.75,AU,2020-01-09 02:18:13
215,Bandarbeyla,9.49,50.81,78.58,72,65,16.24,SO,2020-01-09 02:18:13
216,Lagoa,37.14,-8.45,53.01,87,0,5.82,PT,2020-01-09 02:18:13
217,Madison,43.07,-89.38,19.99,52,1,10.29,US,2020-01-09 02:16:36
218,Khani,41.96,42.96,46.4,93,90,4.7,GE,2020-01-09 02:18:13
219,Belmonte,40.36,-7.35,44.01,49,4,2.46,PT,2020-01-09 02:18:14
220,Zhezkazgan,47.8,67.71,-7.6,83,90,4.47,KZ,2020-01-09 02:18:14
221,Dingalan,15.39,121.39,75.97,75,7,10.58,PH,2020-01-09 02:18:14
222,Johnston,41.67,-93.7,26.01,53,1,23.04,US,2020-01-09 02:18:14
223,Broome,52.47,1.45,51.01,93,100,11.41,GB,2020-01-09 02:18:14
224,Thompson,55.74,-97.86,-18.4,75,75,3.36,CA,2020-01-09 02:18:15
225,Nanortalik,60.14,-45.24,15.58,65,96,25.21,GL,2020-01-09 02:18:15
226,Sibolga,1.74,98.78,86.16,60,91,2.13,ID,2020-01-09 02:18:15
227,Bambous Virieux,-20.34,57.76,75.2,94,40,2.24,MU,2020-01-09 02:18:15
228,Pisco,-13.71,-76.2,71.6,88,90,18.34,PE,2020-01-09 02:18:15
229,San Quintin,17.54,120.52,84.58,53,33,4.41,PH,2020-01-09 02:18:16
230,Jagdalpur,19.09,82.02,68.85,80,0,3.42,IN,2020-01-09 02:18:16
231,Ponta Do Sol,-20.63,-46.0,69.57,93,100,2.13,BR,2020-01-09 02:18:16
232,Tres Arroyos,-38.38,-60.28,59.29,87,30,5.97,AR,2020-01-09 02:18:16
233,Luderitz,-26.65,15.16,64.4,77,0,8.05,NA,2020-01-09 02:18:16
234,Nacimiento,-37.5,-72.67,47.7,88,0,2.19,CL,2020-01-09 02:18:16
235,Predivinsk,57.07,93.44,8.01,96,93,3.91,RU,2020-01-09 02:18:17
236,Necochea,-38.55,-58.74,63.0,88,100,5.01,AR,2020-01-09 02:18:17
237,Eureka,40.8,-124.16,50.0,93,90,4.09,US,2020-01-09 02:18:17
238,Puerto Baquerizo Moreno,-0.9,-89.6,76.6,87,89,12.71,EC,2020-01-09 02:18:17
239,Maceio,-9.67,-35.74,77.0,83,40,5.82,BR,2020-01-09 02:17:03
240,Setermoen,68.86,18.35,35.6,74,97,36.91,NO,2020-01-09 02:18:18
241,Timmins,48.48,-81.33,-14.8,83,5,3.36,CA,2020-01-09 02:16:02
242,Mackenzie,55.34,-123.09,6.8,92,90,2.24,CA,2020-01-09 02:18:18
243,La Mata,40.62,-0.28,39.0,53,0,1.99,ES,2020-01-09 02:18:18
244,Baoro,5.69,15.95,67.37,35,10,4.94,CF,2020-01-09 02:18:18
245,Egvekinot,66.32,-179.17,-7.22,97,47,3.15,RU,2020-01-09 02:18:19
246,Miraflores,-16.39,-71.52,53.6,87,40,3.18,PE,2020-01-09 02:18:19
247,Takoradi,4.89,-1.75,78.19,81,91,5.03,GH,2020-01-09 02:18:19
248,Shache,38.42,77.24,28.99,72,0,2.55,CN,2020-01-09 02:18:19
249,Mandalgovi,45.76,106.27,3.31,85,0,7.14,MN,2020-01-09 02:18:20
250,Monte Azul,-15.15,-42.87,70.3,91,71,1.99,BR,2020-01-09 02:18:20
251,Port-Gentil,-0.72,8.78,80.37,81,100,9.37,GA,2020-01-09 02:14:07
252,Kutum,14.2,24.66,53.78,33,0,3.83,SD,2020-01-09 02:18:20
253,Nikolsk,59.53,45.45,28.56,94,100,15.32,RU,2020-01-09 02:18:20
254,Lukovetskiy,64.29,41.92,35.6,93,90,11.18,RU,2020-01-09 02:18:20
255,Ambilobe,-13.19,49.05,76.59,90,100,1.7,MG,2020-01-09 02:18:21
256,Amot,59.57,7.99,35.01,78,0,8.63,NO,2020-01-09 02:18:21
257,Denpasar,-8.65,115.22,86.0,84,40,12.75,ID,2020-01-09 02:13:53
258,Tezu,27.93,96.16,63.41,53,100,2.51,IN,2020-01-09 02:18:21
259,Nampula,-15.12,39.26,73.4,94,75,5.82,MZ,2020-01-09 02:18:22
260,Natal,-5.81,-35.21,80.6,88,75,2.24,BR,2020-01-09 02:18:22
261,Lagos,6.46,3.39,80.92,75,69,2.57,NG,2020-01-09 02:18:22
262,Tautira,-17.73,-149.15,84.2,74,75,6.93,PF,2020-01-09 02:18:22
263,Yakeshi,49.28,120.73,-2.61,98,100,4.74,CN,2020-01-09 02:18:22
264,Constitucion,23.99,-104.67,60.8,36,75,9.17,MX,2020-01-09 02:18:23
265,Norman Wells,65.28,-126.83,-31.0,73,90,2.24,CA,2020-01-09 02:18:23
266,Vila Franca Do Campo,37.72,-25.43,60.8,77,20,6.93,PT,2020-01-09 02:18:23
267,Kikwit,-5.04,18.82,68.54,95,100,2.06,CD,2020-01-09 02:18:24
268,Saldanha,41.42,-6.55,39.67,85,1,2.33,PT,2020-01-09 02:18:24
269,Jamame,0.07,42.75,81.41,82,82,19.57,SO,2020-01-09 02:18:24
270,Kuna,43.49,-116.42,42.01,75,96,4.7,US,2020-01-09 02:18:24
271,Sulgen,47.55,9.18,41.0,50,100,2.24,CH,2020-01-09 02:18:25
272,Isla Mujeres,21.23,-86.73,75.2,60,40,5.82,MX,2020-01-09 02:18:25
273,Madukkur,10.48,79.4,73.62,79,86,6.73,IN,2020-01-09 02:18:25
274,Agirish,61.92,63.02,13.73,83,94,12.5,RU,2020-01-09 02:18:25
275,Comodoro Rivadavia,-45.87,-67.48,53.6,37,22,24.16,AR,2020-01-09 02:18:26
276,Vostok,46.45,135.83,12.34,89,87,2.73,RU,2020-01-09 02:18:26
277,Jinchang,38.52,102.19,20.77,62,100,1.45,CN,2020-01-09 02:18:26
278,Kenora,49.76,-94.48,0.0,70,100,11.41,CA,2020-01-09 02:13:33
279,Qandala,11.47,49.87,74.08,76,15,3.09,SO,2020-01-09 02:18:26
280,Orotukan,62.26,151.67,-21.86,78,99,2.48,RU,2020-01-09 02:18:27
281,New Ulm,44.31,-94.46,16.0,66,1,18.34,US,2020-01-09 02:18:27
282,Bubaque,11.28,-15.83,76.44,44,100,20.56,GW,2020-01-09 02:18:27
283,Inirida,3.87,-67.92,75.96,79,23,2.3,CO,2020-01-09 02:18:28
284,Clyde River,70.47,-68.59,-16.6,75,90,6.93,CA,2020-01-09 02:18:28
285,Teknaf,20.86,92.31,72.79,49,0,1.01,BD,2020-01-09 02:18:28
286,Hambantota,6.12,81.12,68.0,100,40,3.36,LK,2020-01-09 02:18:28
287,Maniitsoq,65.42,-52.9,4.26,99,100,12.15,GL,2020-01-09 02:18:29
288,Oksfjord,70.24,22.35,35.6,51,87,20.8,NO,2020-01-09 02:18:29
289,Sao Joao Da Barra,-21.64,-41.05,76.69,92,100,14.14,BR,2020-01-09 02:18:29
290,Margate,-43.03,147.26,88.0,44,40,13.87,AU,2020-01-09 02:18:29
291,Kavaratti,10.57,72.64,80.6,83,40,6.93,IN,2020-01-09 02:18:29
292,Narsaq,60.91,-46.05,-0.4,40,0,6.93,GL,2020-01-09 02:18:30
293,Zhigansk,66.77,123.37,-9.9,96,99,10.89,RU,2020-01-09 02:18:30
294,Maldonado,-34.91,-54.96,75.2,53,20,8.05,UY,2020-01-09 02:18:30
295,Libreville,0.39,9.45,77.79,86,98,3.85,GA,2020-01-09 02:18:30
296,Santa Rosa,-36.62,-64.29,66.58,33,0,10.27,AR,2020-01-09 02:17:08
297,Moniquira,5.88,-73.57,56.35,96,6,3.36,CO,2020-01-09 02:18:31
298,Portland,43.66,-70.25,32.0,54,1,24.16,US,2020-01-09 02:18:31
299,Bereda,43.27,-7.54,60.01,87,80,21.92,ES,2020-01-09 02:18:31
300,Port Macquarie,-31.43,152.91,90.0,74,75,11.41,AU,2020-01-09 02:13:45
301,Touros,-5.2,-35.46,78.8,88,75,2.24,BR,2020-01-09 02:18:31
302,Mahibadhoo,3.78,72.97,81.66,77,100,10.98,MV,2020-01-09 02:18:32
303,Emerald,-23.53,148.16,91.99,38,0,6.93,AU,2020-01-09 02:18:32
304,Westport,41.14,-73.36,33.8,42,1,25.28,US,2020-01-09 02:18:32
305,Dondo,-19.62,34.74,74.73,93,11,0.56,MZ,2020-01-09 02:18:32
306,Horqueta,-23.34,-57.05,79.83,79,76,8.81,PY,2020-01-09 02:18:32
307,Berlevag,70.86,29.09,36.05,64,0,19.3,NO,2020-01-09 02:18:33
308,Isangel,-19.55,169.27,89.6,55,40,9.17,VU,2020-01-09 02:18:33
309,Ambon,47.55,-2.56,55.0,100,90,19.46,FR,2020-01-09 02:18:33
310,Beringovskiy,63.05,179.32,13.37,89,100,19.1,RU,2020-01-09 02:18:33
311,Wladyslawowo,54.79,18.4,45.0,93,20,8.05,PL,2020-01-09 02:18:33
312,Freeport,26.54,-78.7,70.93,66,29,20.15,BS,2020-01-09 02:18:34
313,Kedrovyy,56.17,91.82,5.0,84,89,3.15,RU,2020-01-09 02:18:34
314,Soria,41.76,-2.46,34.0,95,0,2.68,ES,2020-01-09 02:18:34
315,Lompoc,34.64,-120.46,55.4,87,20,12.75,US,2020-01-09 02:18:34
316,Rio Gallegos,-51.62,-69.22,51.8,57,40,21.92,AR,2020-01-09 02:18:35
317,Chiang Mai,18.79,98.99,75.0,93,0,0.81,TH,2020-01-09 02:18:35
318,Araouane,18.9,-3.53,60.22,19,100,11.03,ML,2020-01-09 02:18:35
319,Kigorobya,1.62,31.31,64.71,90,0,1.74,UG,2020-01-09 02:18:35
320,Aguimes,27.91,-15.45,64.4,63,40,11.41,ES,2020-01-09 02:18:35
321,Inverness,57.48,-4.23,37.4,86,100,2.82,GB,2020-01-09 02:16:11
322,George Town,5.42,100.33,86.0,62,20,10.29,MY,2020-01-09 02:18:36
323,Sitka,37.17,-99.65,50.0,46,71,21.0,US,2020-01-09 02:18:36
324,Makakilo City,21.35,-158.09,80.6,69,40,12.75,US,2020-01-09 02:18:37
325,Xinyu,27.8,114.93,47.1,75,78,8.72,CN,2020-01-09 02:18:37
326,Faya,18.39,42.45,57.2,87,20,10.29,SA,2020-01-09 02:18:37
327,Mount Isa,-20.73,139.49,95.0,36,40,12.75,AU,2020-01-09 02:18:37
328,Port Lincoln,-34.72,135.86,95.88,20,100,10.27,AU,2020-01-09 02:18:38
329,Odessa,31.85,-102.37,57.0,62,1,21.92,US,2020-01-09 02:18:32
330,Port Augusta,-32.49,137.76,104.0,14,0,10.29,AU,2020-01-09 02:18:38
331,Nouadhibou,20.93,-17.03,61.25,42,0,23.55,MR,2020-01-09 02:18:38
332,Taldan,53.69,124.82,1.36,85,89,2.75,RU,2020-01-09 02:18:38
333,Ucluelet,48.94,-125.55,37.4,93,75,5.82,CA,2020-01-09 02:15:22
334,Waingapu,-9.65,120.26,83.16,76,100,13.76,ID,2020-01-09 02:18:39
335,Sarkand,45.41,79.91,17.71,88,100,2.15,KZ,2020-01-09 02:18:39
336,Bushenyi,-0.54,30.19,60.12,96,35,1.61,UG,2020-01-09 02:18:39
337,Northam,-31.65,116.67,77.0,41,0,14.99,AU,2020-01-09 02:18:39
338,Parabel,58.71,81.5,0.72,94,100,4.9,RU,2020-01-09 02:18:39
339,Baglung,28.27,83.59,31.44,66,32,2.39,NP,2020-01-09 02:18:40
340,Urozhaynoye,47.7,142.03,20.64,72,1,12.06,RU,2020-01-09 02:18:40
341,Bam,29.11,58.36,46.72,53,0,3.31,IR,2020-01-09 02:18:40
342,Codrington,-28.95,153.24,93.2,34,78,9.17,AU,2020-01-09 02:18:40
343,El Tarra,8.57,-73.09,66.6,96,46,3.36,CO,2020-01-09 02:18:41
344,Moyale,3.52,39.05,71.29,52,0,5.01,ET,2020-01-09 02:18:41
345,Yarmouth,43.84,-66.12,30.99,74,90,18.34,CA,2020-01-09 02:18:41
346,College,64.86,-147.8,-27.0,90,20,1.88,US,2020-01-09 02:18:41
347,Nelspruit,-25.48,30.98,75.99,88,100,2.24,ZA,2020-01-09 02:18:41
348,Wittmund,53.58,7.78,50.0,100,75,3.36,DE,2020-01-09 02:18:42
349,Dalvik,57.79,14.13,39.2,86,0,13.87,SE,2020-01-09 02:18:42
350,Wodonga,-36.12,146.89,91.99,27,0,1.12,AU,2020-01-09 02:18:42
351,Rio Grande,-32.03,-52.1,73.0,86,0,15.88,BR,2020-01-09 02:16:02
352,Nelson Bay,-32.72,152.14,75.99,83,90,13.87,AU,2020-01-09 02:18:42
353,Pangkalanbuun,-2.68,111.62,86.0,77,80,1.32,ID,2020-01-09 02:18:43
354,Kisanga,-11.72,27.4,62.92,99,100,1.86,CD,2020-01-09 02:18:43
355,Shahjahanpur,27.88,79.91,54.57,91,22,6.98,IN,2020-01-09 02:18:43
356,Xining,36.62,101.77,20.57,81,98,1.9,CN,2020-01-09 02:18:43
357,Shumikha,55.23,63.28,3.36,96,37,5.59,RU,2020-01-09 02:18:44
358,Ardakan,32.31,54.02,39.2,44,0,9.17,IR,2020-01-09 02:18:44
359,Trofors,65.54,13.39,39.2,69,100,23.04,NO,2020-01-09 02:18:44
360,Mobara,35.45,140.3,59.0,37,20,13.87,JP,2020-01-09 02:18:44
361,Azanka,58.04,64.79,2.8,96,7,6.49,RU,2020-01-09 02:18:44
362,Namie,37.52,140.86,52.0,49,40,14.99,JP,2020-01-09 02:18:45
363,Soyo,-6.13,12.37,72.66,94,100,3.29,AO,2020-01-09 02:18:45
364,Padang,-0.92,100.36,81.75,62,58,4.07,ID,2020-01-09 02:18:45
